index,surface,lemma,enlemma,clar,pos,gender,number,notes,extra,sort
178694,symbyliad,symbyliad,stimulus,,n,m,sg,\N,\N,pui2ugd15
178697,symbylio,symbylio,motivate,,v,\N,\N,\N,\N,pui2ugdk
178770,symbylu,symbylu,motivate,,v,\N,\N,\N,\N,pui2ugs
178801,symio,symio,assess,,v,\N,\N,\N,\N,puidk
178851,symlach,syml,simple,,adj.comp,,,\N,\N,puig
178852,syml,syml,simple,,adj,,,\N,\N,puig
178853,symlaf,symlaf,simplest,,adj,,,\N,\N,puig18
178891,symleiddio,symleiddio,simplify,,v,\N,\N,\N,\N,puig7d6dk
178905,symlrwydd,symlrwydd,simplicity,,n,m,sg,\N,\N,puigntu6
178926,symlu,symlu,urge,,v,\N,\N,\N,\N,puigs
178962,symposiwm,symposiwm,symposium,,n,m,sg,\N,\N,puilkpdti
178963,symptom,symptom,symptom,,n,m,sg,\N,\N,puilqki
178990,symud,symud,move,,v,\N,\N,\N,\N,puis5
179020,symudadwy,symudadwy,removable,,adj,,,\N,\N,puis515tu
179022,symudiad,symudiad,movement,,n,m,sg,\N,\N,puis5d15
179023,symudol,symudol,mobile,,adj,,,\N,\N,puis5kg
179025,symudwr,symudwr,remover,,n,m,sg,\N,\N,puis5tn
179026,syn,syn,amazed,,adj,,,\N,\N,puj
179027,synagog,synagog,synagogue,,n,m,sg,\N,\N,puj1aka
179030,syndod,syndod,amazement,,n,m,sg,\N,\N,puj5k5
179031,synergedd,synergedd,synergy,,n,m,sg,\N,\N,puj7na76
179050,synfyfyrio,synfyfyrio,ponder,,v,\N,\N,\N,\N,puj8u8undk
179107,synhwyro,synhwyro,sense,,v,\N,\N,\N,\N,pujctunk
179137,synhwyrol,synhwyrol,sensible,,adj,,,\N,\N,pujctunkg
179139,synhwyrydd,synhwyrydd,sensor,,n,m,sg,\N,\N,pujctunu6
179141,syniad,syniad,idea,,n,m,sg,\N,\N,pujd15
179171,synied,synied,think,,v,\N,\N,\N,\N,pujd75
179235,synio,synio,think,,v,\N,\N,\N,\N,pujdk
179271,synnu,synnu,astonish,,v,\N,\N,\N,\N,pujjs
179295,synnwyr,synnwyr,sense,,n,m,sg,\N,\N,pujjtun
179297,syntheseiddio,syntheseiddio,synthesise,,adj,,,\N,\N,pujr7p7d6dk
179299,syntheseisydd,syntheseisydd,synthesiser,,n,m,sg,\N,\N,pujr7p7dpu6
179300,synthesis,synthesis,synthesis,,n,m,sg,\N,\N,pujr7pdp
179302,synthetig,synthetig,synthetic,,adj,,,\N,\N,pujr7qda
179350,sypio,sypio,bundle,,v,\N,\N,\N,\N,puldk
179373,sypynio,sypynio,bundle,,v,\N,\N,\N,\N,pulujdk
179416,sypynnu,sypynnu,bundle,,v,\N,\N,\N,\N,pulujjs
179460,syrffed,syrffed,surfeit,,n,m,sg,\N,\N,pun975
179510,syrffedu,syrffedu,be_sick and tired of,,v,\N,\N,\N,\N,pun975s
179515,syrffio,syrffio,surf,,v,\N,\N,\N,\N,pun9dk
179516,Syrilig,Syrilig,Cyrillic,,adj,,,\N,\N,pundgda
179517,syrjeri,syrjeri,surgery,\N,n,f,sg,\N,\N,pune7nd
179518,syrnêm,syrnêm,surname,\N,n,m,sg,\N,\N,punj7i
179519,syrpréisd,syrpreis,surprised,\N,adj,\N,\N,\N,\N,punln7dp
179520,syrpréis,syrpréis,surprise,\N,n,m,sg,\N,\N,punln7dp
179521,syrpreisd,syrpreisd,surprised,\N,adj,\N,\N,\N,\N,punln7dp5
179567,syrthio,syrthio,fall,,v,\N,\N,\N,\N,punrdk
179574,system,system,system,,n,f,sg,\N,\N,pupq7i
179575,systematig,systematig,systematic,,adj,,,\N,\N,pupq7i1qda
179576,cystuddiedig,systuddio,afflicted,\N,adj,\N,\N,\N,\N,pupqs6dk
179577,syth,syth,straight,,adj,,,\N,\N,pur
179655,sythu,sythu,straighten,,v,\N,\N,\N,\N,purs
179665,sythu,sythu,benumb,,v,\N,\N,\N,\N,purs
179686,T.A.W.,T.A.W.,V.A.T.,,n,f,sg,\N,\N,q010t0
179687,ta,ta,or,,conj,,,\N,\N,q1
179688,ta_beth,ta_beth,anyway,\N,adv,\N,\N,\N,\N,q1027r
179689,ta_ra,ta_ra,goodbye,\N,im,\N,\N,\N,\N,q10n1
179690,ta_ta,ta_ta,goodbye,\N,im,\N,\N,\N,\N,q10q1
179692,tab,tab,tab,,n,m,sg,\N,\N,q12
179732,tabernaclu,tabernaclu,dwell,,v,\N,\N,\N,\N,q127nj13gs
179748,tabl,tabl,table,(figures),n,m,sg,\N,\N,q12g
179749,tabl colyn,tabl colyn,pivot table,,n,m,sg,\N,\N,q12g03kguj
179751,tabl chwech,tabl chwech,six-times table,,n,m,sg,\N,\N,q12g04t74
179753,tabler,tabler,backgammon,,n,f,sg,\N,\N,q12g7n
179756,tablydd,tablydd,tabulator,,n,m,sg,\N,\N,q12gu6
179770,tabyrddio,tabyrddio,drum,,v,\N,\N,\N,\N,q12un6dk
179831,tabyrddu,tabyrddu,drum,,v,\N,\N,\N,\N,q12un6s
179890,tacio,tacio,tack,,v,\N,\N,\N,\N,q13dk
179919,taclo,taclo,tackle,,v,\N,\N,\N,\N,q13gk
179976,taclu,taclu,tackle,,v,\N,\N,\N,\N,q13gs
180021,taclus,taclus,tidy,\N,adj,\N,\N,\N,\N,q13gsp
180038,tacluso,tacluso,tidy,,v,\N,\N,\N,\N,q13gspk
180077,tacsi,tacsi,taxi,,n,m,sg,\N,\N,q13pd
180078,tacteg,tacteg,tactic,,n,f,sg,\N,\N,q13q7a
180080,tactegol,tactegol,tactical,,adj,,,\N,\N,q13q7akg
180081,Tachwedd,Tachwedd,November,,n,m,sg,\N,\N,q14t76
180082,tad,tad,father,,n,m,sg,\N,\N,q15
180083,tad_cu,tad,grandfather,\N,n,m,sg,\N,\N,q15
180085,dada,tad,Daddy,\N,n,m,sg,\N,\N,q15
180114,tadogi,tadogi,attribute,,v,\N,\N,\N,\N,q15kad
180140,tadolaeth,tadolaeth,fatherhood,,n,f,sg,\N,\N,q15kg17r
180145,taenellu,taenellu,sprinkle,,v,\N,\N,\N,\N,q17j7hs
180196,taenlen,taenlen,spreadsheet,,n,f,sg,\N,\N,q17jg7j
180207,taenu,taenu,spread,,v,\N,\N,\N,\N,q17js
180251,taer,taer,urgent,,adj,,,\N,\N,q17n
180275,taeru,taeru,insist,,v,\N,\N,\N,\N,q17ns
180306,tafarn,tafarn,tavern,,n,mf,sg,\N,\N,q181nj
180339,tafellu,tafellu,slice,,v,\N,\N,\N,\N,q187hs
180362,taflen,taflen,leaflet,,n,f,sg,\N,\N,q18g7j
180411,taflodi,taflodi,palatalise,,v,\N,\N,\N,\N,q18gk5d
180428,taflu,taflu,throw,,v,\N,\N,\N,\N,q18gs
180524,taflunio,taflunio,project,,v,\N,\N,\N,\N,q18gsjdk
180525,tafod,tafod,tongue,\N,n,m,sg,\N,\N,q18k5
180564,tafodi,tafodi,berate,,v,\N,\N,\N,\N,q18k5d
180581,tafol,tafol,scales,(balance),n,f,sg,\N,\N,q18kg
180592,tafoli,tafoli,balance,,v,\N,\N,\N,\N,q18kgd
180636,tag,tag,tag,,n,m,sg,\N,\N,q1a
180638,tagio,tagio,tag,,v,\N,\N,\N,\N,q1adk
180646,tagu,tagu,choke,,v,\N,\N,\N,\N,q1as
180693,tangiad,tangiad,tangent,,n,m,sg,\N,\N,q1bd15
180695,tangloddio,tangloddio,undermine,,v,\N,\N,\N,\N,q1bgk6dk
180757,tangnefeddu,tangnefeddu,pacify,,v,\N,\N,\N,\N,q1bj7876s
180800,tango,tango,tango,\N,n,m,sg,\N,\N,q1bk
180801,tangram,tangram,tangram,,n,m,sg,\N,\N,q1bn1i
180848,tangynrychioli,tangynrychioli,under-represent,,v,\N,\N,\N,\N,q1bujnu4dkgd
180858,taid,taid,grandfather,,n,m,sg,\N,\N,q1d5
180859,tair,tair,three,(3),num,f,,\N,\N,q1dn
180860,taith,taith,journey,,n,f,sg,\N,\N,q1dr
180862,tâl,tâl,payment,,n,m,sg,\N,\N,q1g
180863,tal,tal,tall,,adj,,,\N,\N,q1g
180864,talach,tal,tall,,adj.comp,,,\N,\N,q1g
180865,tâl sefydlog,tâl sefydlog,standing charge,,n,m,sg,\N,\N,q1g0p78u5gka
180867,talaf,talaf,tallest,,adj,,,\N,\N,q1g18
180868,talaith,talaith,province,\N,n,f,sg,\N,\N,q1g1dr
180869,talcen,talcen,forehead,\N,n,m,sg,\N,\N,q1g37j
180913,talchu,talchu,shatter,,v,\N,\N,\N,\N,q1g4s
180973,talchu,talchu,clot,,v,\N,\N,\N,\N,q1g4s
180978,taldra,taldra,tallness,,n,m,sg,\N,\N,q1g5n1
180979,taldra,taldra,height,,n,m,sg,\N,\N,q1g5n1
180980,talentog,talentog,talented,,adj,,,\N,\N,q1g7jqka
180981,talfyredig,talfyredig,abbreviated,,adj,,,\N,\N,q1g8un75da
180982,talfyriad,talfyriad,abbreviation,,n,m,sg,\N,\N,q1g8und15
181027,talfyrru,talfyrru,abbreviate,,v,\N,\N,\N,\N,q1g8unns
181038,talgrychu,talgrychu,scowl,,v,\N,\N,\N,\N,q1ganu4s
181092,talgryniad,talgryniad,rounding,,n,m,sg,\N,\N,q1ganujd15
181121,talgrynnu,talgrynnu,round up,(maths),v,\N,\N,\N,\N,q1ganujjs
181148,taliad,taliad,payment,,n,m,sg,\N,\N,q1gd15
181177,talmu,talmu,resolve,,v,\N,\N,\N,\N,q1gis
181205,talp,talp,lump,\N,n,m,sg,\N,\N,q1gl
181241,talu,talu,pay,,v,\N,\N,\N,\N,q1gs
181262,talwm,talwm,long_time,\N,n,m,sg,\N,\N,q1gti
181263,tamaid,tamaid,piece,\N,n,m,sg,\N,\N,q1i1d5
181273,tameidio,tameidio,cut_into morsels,,v,\N,\N,\N,\N,q1i7d5dk
181315,tameidiog,tameidiog,fragmented,,adj,,,\N,\N,q1i7d5dka
181316,tamprwydd,tamp,dampness,\N,n,m,sg,\N,\N,q1il
181317,tamp,tamp,damp,\N,adj,\N,\N,\N,\N,q1il
181318,tân,tân,fire,,n,m,sg,\N,\N,q1j
181320,tan,tan,until,,prep,,,\N,\N,q1j
181346,tanamcangyfrifo,tanamcangyfrifo,underestimate,,v,\N,\N,\N,\N,q1j1i31bu8nd8k
181414,tanasio,tanasio,fire-weld,,v,\N,\N,\N,\N,q1j1pdk
181431,tanbeidio,tanbeidio,flare,,v,\N,\N,\N,\N,q1j27d5dk
181484,tanberfformio,tanberfformio,underperform,,v,\N,\N,\N,\N,q1j27n9knidk
181528,tanc,tanc,tank,\N,n,m,sg,\N,\N,q1j3
181529,tancer,tancer,tanker,,n,m,sg,\N,\N,q1j37n
181530,tanchwa,tanchwa,explosion,,n,f,sg,\N,\N,q1j4t1
181532,tandem,tandem,tandem,(bicycle),m,m,sg,\N,\N,q1j57i
181533,tanfor,tanfor,submarine,,adj,,,\N,\N,q1j8kn
181575,tanfuddsoddi,tanfuddsoddi,underinvest,,v,\N,\N,\N,\N,q1j8s6pk6d
181588,taniad,taniad,firing,,n,m,sg,\N,\N,q1jd15
181609,tanio,tanio,fire,,v,\N,\N,\N,\N,q1jdk
181642,tanlinelliad,tanlinelliad,underscore,,n,m,sg,\N,\N,q1jgdj7hd15
181668,tanlinellu,tanlinellu,underline,,v,\N,\N,\N,\N,q1jgdj7hs
181697,tanllyd,tanllyd,fiery,,adj,,,\N,\N,q1jhu5
181721,tannu,tannu,spread,,v,\N,\N,\N,\N,q1jjs
181776,tanseilio,tanseilio,undermine,,v,\N,\N,\N,\N,q1jp7dgdk
181823,tansoddi,tansoddi,submerge,,v,\N,\N,\N,\N,q1jpk6d
181863,tansuddo,tansuddo,submerge,,v,\N,\N,\N,\N,q1jps6k
181912,tant,tant,string,(musical instrument),n,m,sg,\N,\N,q1jq
181913,tanwydd,tanwydd,fuel,,n,m,sg,\N,\N,q1jtu6
181915,tanysgrifiad,tanysgrifiad,subscription,,n,m,sg,\N,\N,q1jupand8d15
181917,tanysgrifiedig,tanysgrifiedig,subscribed,,adj,,,\N,\N,q1jupand8d75da
181955,tanysgrifio,tanysgrifio,subscribe,,v,\N,\N,\N,\N,q1jupand8dk
181969,tâp,tâp,tape,,n,m,sg,\N,\N,q1l
181971,tâp mesur,tâp mesur,tape measure,,n,m,sg,\N,\N,q1l0i7psn
182011,tapio,tapio,tape,,v,\N,\N,\N,\N,q1ldk
182035,tapo,tapo,sole,(a boot),v,\N,\N,\N,\N,q1lk
182078,taran,taran,thunder,\N,n,f,sg,\N,\N,q1n1j
182096,taranu,taranu,thunder,,v,\N,\N,\N,\N,q1n1js
182134,tardd,tardd,origin,,n,m,sg,\N,\N,q1n6
182142,tarddellu,tarddellu,emanate,,v,\N,\N,\N,\N,q1n67hs
182190,tarddiad,tarddiad,source,,n,m,sg,\N,\N,q1n6d15
182228,tarddu,tarddu,originate,,v,\N,\N,\N,\N,q1n6s
182277,tarfu,tarfu,disturb,,v,\N,\N,\N,\N,q1n8s
182309,targed,targed,target,,n,m,sg,\N,\N,q1na75
182310,targed,targed,target,,n,m,sg,\N,\N,q1na75
182343,targedu,targedu,target,,v,\N,\N,\N,\N,q1na75s
182366,tarian,tarian,shield,,n,f,sg,\N,\N,q1nd1j
182406,taro,taro,strike,,v,\N,\N,\N,\N,q1nk
182423,tarten,tart,tart,\N,n,f,sg,\N,\N,q1nq
182424,tarw,tarw,bull,\N,n,m,sg,\N,\N,q1nt
182425,tas,tas,pile,\N,n,f,sg,\N,\N,q1p
182427,tasg,tasg,task,,n,f,sg,\N,\N,q1pa
182428,tasglu,tasglu,taskforce,,n,m,sg,\N,\N,q1pags
182441,tasgu,tasgu,splash,,v,\N,\N,\N,\N,q1pas
182485,tasio,tasio,stack,,v,\N,\N,\N,\N,q1pdk
182536,tasu,tasu,stack,,v,\N,\N,\N,\N,q1ps
182589,taten,taten,potato,,n,f,sg,\N,\N,q1q7j
182591,tatŵ,tatŵ,tattoo,\N,n,m,sg,\N,\N,q1qt
182592,taw,taw,that,,conj,,,\N,\N,q1t
182593,tawel,tawel,quiet,,adj,,,\N,\N,q1t7g
182633,tawelu,tawelu,silence,,v,\N,\N,\N,\N,q1t7gs
182648,tawelwch,tawelwch,quiet,,n,m,sg,\N,\N,q1t7gt4
182649,tawlu,tawlu,throw,,v,\N,\N,\N,\N,q1tgs
182703,te,te,tea,,n,m,sg,\N,\N,q7
182704,tebot,tebot,teapot,\N,n,m,sg,\N,\N,q72kq
182705,tebyg,tebyg,similar,,adj,,,\N,\N,q72ua
182706,tebycach,tebyg,more_likely,\N,adj.comp,\N,\N,\N,\N,q72ua
182707,tebygol,tebygol,likely,,adj,,,\N,\N,q72uakg
182708,tebygolwrydd,tebygolwrydd,probability,,n,m,sg,\N,\N,q72uakgtnu6
182710,tebygrwydd,tebygrwydd,similarity,,n,m,sg,\N,\N,q72uantu6
182715,tebygu,tebygu,liken,,v,\N,\N,\N,\N,q72uas
182791,tecáu,tecáu,embellish,,v,\N,\N,\N,\N,q731s
182818,teclyn,teclyn,tool,,n,m,sg,\N,\N,q73guj
182819,tecst,tecst,text,(SMS),n,m,sg,\N,\N,q73pq
182820,techneg,techneg,technique,,n,f,sg,\N,\N,q74j7a
182822,technegol,technegol,technical,,adj,,,\N,\N,q74j7akg
182824,technoleg,technoleg,technology,,n,f,sg,\N,\N,q74jkg7a
182825,technolegol,technolegol,technological,,adj,,,\N,\N,q74jkg7akg
182826,tegwch,teg,beauty,\N,n,m,sg,\N,\N,q7a
182827,teg,teg,fair,,adj,,,\N,\N,q7a
182829,tegan,tegan,toy,\N,n,f,sg,\N,\N,q7a1j
182830,tegeirian,tegeirian,orchid,,n,m,sg,\N,\N,q7a7dnd1j
182832,tegell,tegell,kettle,\N,n,m,sg,\N,\N,q7a7h
182834,teigr,teigr,tiger,,n,m,sg,\N,\N,q7dan
182860,teilo,teilo,manure,,v,\N,\N,\N,\N,q7dgk
182890,teilsen,teilsen,tile,,n,f,sg,\N,\N,q7dgp7j
182891,teilsio,teilsio,tile,,v,\N,\N,\N,\N,q7dgpdk
182892,teilwng,teilwng,worthy,\N,adj,\N,\N,\N,\N,q7dgtb
182939,teilwra,teilwra,tailor,,v,\N,\N,\N,\N,q7dgtn1
182987,teilwrio,teilwrio,tailor,,v,\N,\N,\N,\N,q7dgtndk
183003,teilynghau,teilynghau,sanctify,,v,\N,\N,\N,\N,q7dgubc1s
183087,teilyngu,teilyngu,deserve,,v,\N,\N,\N,\N,q7dgubs
183103,teimlad,teimlad,feeling,,n,m,sg,\N,\N,q7dig15
183142,teimlo,teimlo,feel,,v,\N,\N,\N,\N,q7digk
183158,teip,teip,type,(printing),n,m,sg,\N,\N,q7dl
183160,teipiadur,teipiadur,typewriter,,n,m,sg,\N,\N,q7dld15sn
183178,teipio,teipio,type,,v,\N,\N,\N,\N,q7dldk
183213,teipograffeg,teipograffeg,typography,,n,f,sg,\N,\N,q7dlkan197a
183257,teirannu,teirannu,trisect,,v,\N,\N,\N,\N,q7dn1jjs
183272,teisen,teisen,cake,\N,n,f,sg,\N,\N,q7dp7j
183275,teitl,teitl,title,,n,m,sg,\N,\N,q7dqg
183296,teithio,teithio,travel,,v,\N,\N,\N,\N,q7drdk
183328,teithiol,teithiol,itinerant,,adj,,,\N,\N,q7drdkg
183330,teithiwr,teithiwr,traveller,,n,m,sg,\N,\N,q7drdtn
183331,telathrebiad,telathrebiad,telecommunication,,n,m,sg,\N,\N,q7g1rn72d15
183333,telathrebu,telathrebu,telecommunicate,,v,\N,\N,\N,\N,q7g1rn72s
183334,tele-iechyd,tele-iechyd,tele-health,,adj,,,\N,\N,q7g70d74u5
183368,telecsio,telecsio,telex,,v,\N,\N,\N,\N,q7g73pdk
183397,teledu,teledu,televise,,v,\N,\N,\N,\N,q7g75s
183437,teledu,teledu,television,\N,n,m,sg,\N,\N,q7g75s
183441,telefision,telefision,television,\N,n,m,sg,\N,\N,q7g78dpdkj
183442,teliffon,teleffon,telephone,\N,n,m,sg,\N,\N,q7g79kj
183444,teleffoni,teleffoni,telephony,,n,m,sg,\N,\N,q7g79kjd
183448,telegynadledda,telegynadledda,teleconference,,v,\N,\N,\N,\N,q7g7auj15g761
183499,teler,teler,term,(condition),n,m,sg,\N,\N,q7g7n
183501,telewerthu,telewerthu,telesales,,n,m,sg,\N,\N,q7g7t7nrs
183502,teliffons,teliffons,telephone,\N,n,m,sg,\N,\N,q7gd9kjp
183548,telori,telori,warble,,v,\N,\N,\N,\N,q7gknd
183580,telynegu,telynegu,compose_lyrics,,v,\N,\N,\N,\N,q7guj7as
183636,tempro,tempro,temper,,v,\N,\N,\N,\N,q7ilnk
183715,tempru,tempru,temper,,v,\N,\N,\N,\N,q7ilns
183720,temtasiwn,temtasiwn,temptation,,n,m,sg,\N,\N,q7iq1pdtj
183749,temtio,temtio,tempt,,v,\N,\N,\N,\N,q7iqdk
183772,tenant,tenant,tenant,,n,m,sg,\N,\N,q7j1jq
183775,tenantiaeth,tenantiaeth,tenancy,,n,f,sg,\N,\N,q7j1jqd17r
183776,tenau,tenau,thin,,adj,,,\N,\N,q7j1s
183818,tendio,tendio,tend,,v,\N,\N,\N,\N,q7j5dk
183828,tendr,tendr,tender,(contract),n,m,sg,\N,\N,q7j5n
183830,tendro,tendro,tender,,v,\N,\N,\N,\N,q7j5nk
183831,teneuach,teneu,thin,,adj.comp,,,\N,\N,q7j7s
183832,teneuaf,teneuaf,thinnest,,adj,,,\N,\N,q7j7s18
183860,teneuo,teneuo,slim,,v,\N,\N,\N,\N,q7j7sk
183887,tenor,tenor,tenor,\N,n,m,sg,\N,\N,q7jkn
183889,tensiwn,tensiwn,tension,(emotion),n,m,sg,\N,\N,q7jpdtj
183890,tent,tent,tent,\N,n,m,sg,\N,\N,q7jq
183892,terfyn,terfyn,limit,(boundary),n,m,sg,\N,\N,q7n8uj
183894,terfynell,terfynell,terminal,,n,f,sg,\N,\N,q7n8uj7h
183895,terfyniad,terfyniad,termination,,n,m,sg,\N,\N,q7n8ujd15
183897,terfynol,terfynol,final,,adj,,,\N,\N,q7n8ujkg
183905,terfynu,terfynu,terminate,,v,\N,\N,\N,\N,q7n8ujs
183958,terfysgu,terfysgu,terrorise,,v,\N,\N,\N,\N,q7n8upas
184006,teribl,teribl,terrible,\N,adj,\N,\N,\N,\N,q7nd2g
184008,term,term,term,,n,m,sg,\N,\N,q7ni
184009,testun,testun,text,,n,m,sg,\N,\N,q7pqsj
184011,testunol,testunol,textual,,adj,,,\N,\N,q7pqsjkg
184012,tetrahedron,tetrahedron,tetrahedron,,n,m,sg,\N,\N,q7qn1c75nkj
184014,tetromino,tetromino,tetromino,,n,m,sg,\N,\N,q7qnkidjk
184017,teulu,teulu,family,,n,m,sg,\N,\N,q7sgs
184018,teuluol,teuluol,familial,,adj,,,\N,\N,q7sgskg
184019,tew,tew,fat,,adj,,,\N,\N,q7t
184020,tewach,tew,fat,,adj.comp,,,\N,\N,q7t
184021,tewaf,tewaf,fattest,,adj,,,\N,\N,q7t18
184036,tewhau,tewhau,fatten,,v,\N,\N,\N,\N,q7tc1s
184107,tewi,tewi,keep_silent,,v,\N,\N,\N,\N,q7td
184149,tewychu,tewychu,fatten,,v,\N,\N,\N,\N,q7tu4s
184180,teyrngarwch,teyrngarwch,loyalty,,n,m,sg,\N,\N,q7unb1nt4
184213,teyrnasu,teyrnasu,reign,,v,\N,\N,\N,\N,q7unj1ps
184239,ti,ti,you,(sing),pron,,2s,\N,\N,qd
184240,ticed,ticed,ticket,\N,n,f,sg,\N,\N,qd375
184242,ticer,ticer,ticker,,n,m,sg,\N,\N,qd37n
184291,ticio,ticio,tick,,v,\N,\N,\N,\N,qd3dk
184296,til,til,till,(in shop),n,m,sg,\N,\N,qdg
184298,tîm,tîm,team,,n,m,sg,\N,\N,qdi
184299,tin,tin,arse,\N,n,f,sg,\N,\N,qdj
184328,tincial,tincial,tinkle,,v,\N,\N,\N,\N,qdj3d1g
184385,tincio,tincio,tinkle,,v,\N,\N,\N,\N,qdj3dk
184436,tindroi,tindroi,loiter,,v,\N,\N,\N,\N,qdj5nkd
184465,tipian,tipian,tick,,v,\N,\N,\N,\N,qdld1j
184507,tipyn,tipyn,little_bit,,n,m,sg,\N,\N,qdluj
184509,tir,tir,land,,n,m,sg,\N,\N,qdn
184511,tirfeddiannwr,tirfeddiannwr,landowner,,n,m,sg,\N,\N,qdn876d1jjtn
184556,tirio,tirio,land,,v,\N,\N,\N,\N,qdndk
184565,tiriogaeth,tiriogaeth,territory,,n,f,sg,\N,\N,qdndka17r
184568,tirioni,tirioni,moderate,,v,\N,\N,\N,\N,qdndkjd
184620,tirlenwi,tirlenwi,landfill,,n,m,sg,\N,\N,qdng7jtd
184622,tirlun,tirlun,landscape,,n,m,sg,\N,\N,qdngsj
184651,tirlunio,tirlunio,landscape,,v,\N,\N,\N,\N,qdngsjdk
184675,tirwedd,tirwedd,relief,(map),n,f,sg,\N,\N,qdnt76
184690,tirweddu,tirweddu,landscape,,v,\N,\N,\N,\N,qdnt76s
184768,tisian,tisian,sneeze,,v,\N,\N,\N,\N,qdpd1j
184827,tisio,tisio,sneeze,,v,\N,\N,\N,\N,qdpdk
184833,tithau,tithau,you,\N,pron.emph,\N,2s,\N,\N,qdr1s
184840,tiwbio,tiwbio,duct,,v,\N,\N,\N,\N,qdt2dk
184885,tiwn,tiwn,tune,\N,n,f,sg,\N,\N,qdtj
184909,tiwnio,tiwnio,tune,,v,\N,\N,\N,\N,qdtjdk
184938,tiwtor,tiwtor,tutor,,n,m,sg,\N,\N,qdtqkn
184939,tlodi,tlawd,poverty,\N,n,m,sg,\N,\N,qg1t5
184940,tlawd,tlawd,poor,,adj,,,\N,\N,qg1t5
184941,tlotach,tlawd,poor,,adj.comp,,,\N,\N,qg1t5
184984,tlodi,tlodi,impoverish,,v,\N,\N,\N,\N,qgk5d
184996,tlotaf,tlotaf,poorest,,adj,,,\N,\N,qgkq18
184997,tlws,tlws,pretty,,adj,,,\N,\N,qgtp
184998,to,to,roof,,n,m,sg,\N,\N,qk
185030,tocio,tocio,trim,,v,\N,\N,\N,\N,qk3dk
185052,tocyn,tocyn,ticket,,n,m,sg,\N,\N,qk3uj
185094,toddi,toddi,melt,,v,\N,\N,\N,\N,qk6d
185112,toglo,toglo,toggle,,v,\N,\N,\N,\N,qkagk
185189,toi,toi,roof,,v,\N,\N,\N,\N,qkd
185251,tolach,tolach,fondle,,v,\N,\N,\N,\N,qkg14
185300,tolachu,tolachu,caress,,v,\N,\N,\N,\N,qkg14s
185340,tolcio,tolcio,dent,,v,\N,\N,\N,\N,qkg3dk
185365,tolchennu,tolchennu,clot,,v,\N,\N,\N,\N,qkg47jjs
185427,tolio,tolio,be_thrifty,,v,\N,\N,\N,\N,qkgdk
185469,tolli,tolli,charge_a toll,,v,\N,\N,\N,\N,qkhd
185518,tomato,tomato,tomato,\N,n,m,sg,\N,\N,qki1qk
185520,tomen,tomen,wasteheap,,n,f,sg,\N,\N,qki7j
185523,tomen graidd,tomen graidd,core dump,(kernel),n,f,sg,\N,\N,qki7j0an1d6
185534,tomennu,tomennu,pile,,v,\N,\N,\N,\N,qki7jjs
185579,tôn,tôn,tone,,n,f,sg,\N,\N,qkj
185580,ton,ton,wave,,n,f,sg,\N,\N,qkj
185598,toncio,toncio,knell,,v,\N,\N,\N,\N,qkj3dk
185633,tonfedd,tonfedd,wavelength,,n,f,sg,\N,\N,qkj876
185671,tonni,tonni,billow,,v,\N,\N,\N,\N,qkjjd
185689,top,top,top,,n,m,sg,\N,\N,qkl
185740,topi,topi,block_up,,v,\N,\N,\N,\N,qkld
185754,topio,topio,block_up,,v,\N,\N,\N,\N,qkldk
185797,torcytundeb,torcytundeb,breach of contract,,n,m,sg,\N,\N,qkn3uqsj572
185849,torchi,torchi,coil,,v,\N,\N,\N,\N,qkn4d
185852,toredig,toredig,broken,,adj,,,\N,\N,qkn75da
185854,toreth,toreth,abundance,,n,f,sg,\N,\N,qkn7r
185855,toreth o wybodaeth,toreth o wybodaeth,a wealth of information,,n,f,sg,\N,\N,qkn7r0k0tu2k517r
185857,torf,torf,crowd,(of people),n,f,sg,\N,\N,qkn8
185858,torfol,torfol,collective,(grammar),adj,,,\N,\N,qkn8kg
185865,torfynyglu,torfynyglu,decapitate,,v,\N,\N,\N,\N,qkn8ujuags
185913,toriad,toriad,break,"(page, line, etc)",n,m,sg,\N,\N,qknd15
185916,toriad,toriad,cut,,n,m,sg,\N,\N,qknd15
185917,di_dor,torri,continuous,\N,adj,\N,\N,\N,\N,qknnd
185940,torri,torri,break,,v,\N,\N,\N,\N,qknnd
185988,torsythu,torsythu,swagger,,v,\N,\N,\N,\N,qknpurs
186028,torth,torth,loaf,(bread),n,f,sg,\N,\N,qknr
186062,torthi,torthi,solidify,,v,\N,\N,\N,\N,qknrd
186137,torheulo,torheulo,sunbathe,,v,\N,\N,\N,\N,qko7sgk
186138,tost,tost,toast,\N,n,m,sg,\N,\N,qkpq
186139,tost,tost,sore,\N,adj,\N,\N,\N,\N,qkpq
186150,tostio,tostio,toast,,v,\N,\N,\N,\N,qkpqdk
186224,tosturio,tosturio,pity,,v,\N,\N,\N,\N,qkpqsndk
186242,tosturiol,tosturiol,compassionate,,adj,,,\N,\N,qkpqsndkg
186243,tra,tra,very,(+ treiglad llaes),adv,,,\N,\N,qn1
186244,tra,tra,while,,conj,,,\N,\N,qn1
186268,tra-arglwyddiaethu,tra-arglwyddiaethu,domineer,,v,\N,\N,\N,\N,qn101nagtu6d17rs
186332,tra-awdurdodi,tra-awdurdodi,dominate,,v,\N,\N,\N,\N,qn101t5sn5k5d
186354,trac,trac,track,,n,m,sg,\N,\N,qn13
